Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Primary malignant neoplasm of lung	14/2268	1.1006394286671747E-10	6.6115154517379356E-9	0	0	27.527950310559007	631.2147890489944	JUN;CDKN1A;EPAS1;STAT1;CAV1;PIK3R1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;PIM1;EZR
Thyroid carcinoma	10/721	1.1739527422939355E-10	6.877658091516142E-9	0	0	33.88009845288326	774.6845259758692	NR4A1;AR;JUN;CDKN1A;STAT1;CDH1;CAV1;ESR1;EGFR;VEGFA
Liver carcinoma	16/3593	1.2114858676823718E-10	6.877658091516142E-9	0	0	36.689963656695554	837.7787524567198	JUN;CDKN1A;EPAS1;STAT1;PRKDC;CAV1;HBB;PIK3R1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;PIM1;EZR
Infection	9/492	1.2248249020895955E-10	6.877658091516142E-9	0	0	40.37060041407867	921.3803542338529	STAT1;PRKDC;CDH1;NFIB;CAV1;EZR;ESR1;EGFR;VEGFA
Malignant neoplasm of pancreas	13/1846	1.8646733910945267E-10	1.024776887063226E-8	0	0	25.74326241134752	576.7202585878181	JUN;CDKN1A;EPAS1;STAT1;CAV1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;PIM1;EZR
Malignant Neoplasms	12/1438	2.256428703221258E-10	1.2142406959209394E-8	0	0	26.02524544179523	578.0745107040885	AR;CDKN1A;EPAS1;STAT1;PRKDC;CDH1;CAV1;PIM1;PIK3R1;ESR1;EGFR;VEGFA
Nasopharyngeal carcinoma	10/782	2.597468641999142E-10	1.3692370412824049E-8	0	0	31.104274611398964	686.5121979547574	JUN;CDKN1A;STAT1;CDH1;CAV1;HBB;EZR;ESR1;EGFR;VEGFA
Metastatic Neoplasm	9/544	2.9820119007955683E-10	1.5405073479509906E-8	0	0	36.34953271028037	797.2634872876749	AR;CDKN1A;EPAS1;CAV1;PIK3R1;EZR;ESR1;EGFR;VEGFA
Malignant neoplasm of lung	14/2449	3.1140696705027617E-10	1.5771846978252222E-8	0	0	25.221560574948665	552.0979554544963	JUN;CDKN1A;EPAS1;STAT1;CAV1;PIK3R1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;PIM1;EZR
Malignant neoplasm of liver	10/805	3.446700073847611E-10	1.712081978990073E-8	0	0	30.16823899371069	657.3186738620677	NR4A1;JUN;EPAS1;CDH1;CAV1;PIM1;PIK3R1;ESR1;EGFR;VEGFA
Chronic Lymphocytic Leukemia	11/1120	3.5810318346951264E-10	1.7452462696259456E-8	0	0	26.74262527373438	581.6574468668811	NR4A1;JUN;CDKN1A;STAT1;CDH1;CAV1;PIM1;PIK3R1;ESR1;EGFR;VEGFA
synovial sarcoma	7/217	4.6193595089802575E-10	2.2095936317955566E-8	0	0	59.915151515151514	1287.9118234770972	CDKN1A;CDH1;CAV1;HBB;EZR;EGFR;VEGFA
Invasive Ductal Breast Carcinoma	7/218	4.770296063687799E-10	2.240304496819197E-8	0	0	59.6281775096941	1279.8259628835706	AR;CDKN1A;CDH1;CAV1;ESR1;EGFR;VEGFA
Stomach Neoplasms	10/835	4.923580131240452E-10	2.2710013355346587E-8	0	0	29.025757575757577	622.0746664564797	NR4A1;AR;JUN;CDKN1A;PRKDC;CDH1;CAV1;ESR1;EGFR;VEGFA
Hepatitis B	10/839	5.158144072834975E-10	2.3239530394438445E-8	0	0	28.879674306393245	617.599750699673	NR4A1;AR;JUN;CDKN1A;STAT1;CDH1;CAV1;HBB;ESR1;EGFR
Endometrial Carcinoma	10/840	5.218322736652845E-10	2.3239530394438445E-8	0	0	28.843373493975903	616.4888879207653	AR;CDKN1A;PRKDC;CDH1;CAV1;PIK3R1;EZR;ESR1;EGFR;VEGFA
Malignant neoplasm of ovary	13/2026	5.993126425386166E-10	2.5953903402964904E-8	0	0	23.208842523596623	492.84528803628353	JUN;CDKN1A;EPAS1;STAT1;CAV1;HBB;PIK3R1;ESR1;EGFR;VEGFA;AR;CDH1;PIM1
Lung Neoplasms	11/1177	6.078978235884678E-10	2.5953903402964904E-8	0	0	25.358490566037737	538.1328909636354	NR4A1;JUN;CDKN1A;PRKDC;CDH1;CAV1;PIM1;EZR;ESR1;EGFR;VEGFA
Glioblastoma Multiforme	10/854	6.129260966244131E-10	2.5953903402964904E-8	0	0	28.34419431279621	601.2590660427308	AR;JUN;CDKN1A;EPAS1;STAT1;PRKDC;PIM1;PIK3R1;EGFR;VEGFA
Cystic Fibrosis	9/594	6.480965945814451E-10	2.6585903498098363E-8	0	0	33.15726495726496	701.5076368143388	JUN;CDKN1A;STAT1;CAV1;HBB;EZR;ESR1;EGFR;VEGFA
Invasive carcinoma of breast	8/385	6.484366706853259E-10	2.6585903498098363E-8	0	0	41.60212201591512	880.1534960537335	AR;JUN;CDKN1A;CDH1;EZR;ESR1;EGFR;VEGFA
Adenocarcinoma of lung (disorder)	11/1187	6.651973370488794E-10	2.6846948774957116E-8	0	0	25.12949465500486	531.0097777411868	AR;JUN;CDKN1A;EPAS1;PRKDC;CDH1;CAV1;EZR;ESR1;EGFR;VEGFA
Breast Carcinoma	17/4963	6.929903054241332E-10	2.7147183348405195E-8	0	0	51.68054993934493	1089.943062108053	JUN;CDKN1A;EPAS1;STAT1;PRKDC;CAV1;HBB;PIK3R1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;NFIB;PIM1;EZR
Ductal Carcinoma	7/230	6.936562528047786E-10	2.7147183348405195E-8	0	0	56.38524256013045	1189.1108946300812	AR;CDH1;NFIB;CAV1;ESR1;EGFR;VEGFA
Adenomatous Polyposis Coli	8/392	7.476019116721274E-10	2.8821727430583657E-8	0	0	40.829166666666666	857.9902524399096	AR;CDKN1A;PRKDC;CDH1;CAV1;ESR1;EGFR;VEGFA
Carcinogenesis	16/4065	8.301620618659148E-10	3.127595913183123E-8	0	0	31.4803655223512	658.2355604860711	JUN;CDKN1A;EPAS1;STAT1;PRKDC;CAV1;PIK3R1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;NFIB;PIM1;EZR
Undifferentiated carcinoma	7/237	8.550803668597966E-10	3.127595913183123E-8	0	0	54.649802371541504	1141.078345602469	CDKN1A;CDH1;PIK3R1;EZR;ESR1;EGFR;VEGFA
Malignant tumor of cervix	10/884	8.574642658916028E-10	3.127595913183123E-8	0	0	27.32837528604119	570.5356279854714	AR;JUN;CDKN1A;PRKDC;CDH1;CAV1;EZR;ESR1;EGFR;VEGFA
Carcinoma, Transitional Cell	8/399	8.596953536043426E-10	3.127595913183123E-8	0	0	40.08388746803069	836.7288253496401	AR;CDKN1A;CDH1;CAV1;PIK3R1;ESR1;EGFR;VEGFA
Malignant neoplasm of breast	17/5054	9.389584120283947E-10	3.368513303151866E-8	0	0	50.439745880484416	1048.4531641433036	JUN;CDKN1A;EPAS1;STAT1;PRKDC;CAV1;HBB;PIK3R1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;NFIB;PIM1;EZR
Neoplasms	11/1236	1.0227998919777232E-9	3.6190303027102185E-8	0	0	24.061457725947523	498.0895467732666	NR4A1;AR;EPAS1;STAT1;NFIB;CAV1;PIK3R1;EZR;ESR1;EGFR;VEGFA
Endometrial adenocarcinoma	6/129	1.1155561948737567E-9	3.893894123457991E-8	0	0	80.72764227642277	1664.1125725366167	AR;CDKN1A;CAV1;ESR1;EGFR;VEGFA
Central neuroblastoma	12/1655	1.1494579985546314E-9	3.9587333470221506E-8	0	0	22.323797930614727	459.51250545767255	AR;JUN;CDKN1A;EPAS1;STAT1;PRKDC;NFIB;CAV1;PIK3R1;ESR1;EGFR;VEGFA
Carcinoma, Lobular	5/58	1.4309501659587198E-9	4.863347735093912E-8	0	0	144.62264150943398	2945.2295602586096	AR;CDH1;NFIB;ESR1;VEGFA
Neuroblastoma	12/1698	1.545331607269831E-9	5.183885118932433E-8	0	0	21.703440094899168	440.3199855201377	AR;JUN;CDKN1A;EPAS1;STAT1;PRKDC;NFIB;CAV1;PIK3R1;ESR1;EGFR;VEGFA
Ovarian Carcinoma	13/2203	1.7066552175410573E-9	5.651654393472501E-8	0	0	21.122922374429223	426.4449849730824	JUN;CDKN1A;EPAS1;STAT1;CAV1;HBB;PIK3R1;ESR1;EGFR;VEGFA;AR;CDH1;PIM1
Glioma	13/2211	1.7855450715099174E-9	5.787429549811319E-8	0	0	21.036578707916288	423.7512089719963	JUN;CDKN1A;EPAS1;STAT1;PRKDC;CAV1;PIK3R1;ESR1;EGFR;VEGFA;AR;CDH1;EZR
Meningioma	8/438	1.7924675338169007E-9	5.787429549811319E-8	0	0	36.375813953488375	732.5969856135329	AR;CDKN1A;CDH1;CAV1;EZR;ESR1;EGFR;VEGFA
cervical cancer	10/965	2.0068835092449153E-9	6.399728523925453E-8	0	0	24.904450261780106	498.75352597615324	AR;JUN;CDKN1A;PRKDC;CDH1;CAV1;EZR;ESR1;EGFR;VEGFA
Anaplasia	7/283	2.937217743924566E-9	9.252235893362383E-8	0	0	45.43544137022398	892.6157326159572	AR;JUN;CDH1;CAV1;ESR1;EGFR;VEGFA
Hyperactive behavior	9/709	3.068367363341574E-9	9.548907107844922E-8	0	0	27.545714285714286	539.9544029819655	AR;STAT1;CDH1;NFIB;CAV1;EZR;ESR1;EGFR;VEGFA
Thyroid Neoplasm	8/476	3.4457945937706647E-9	1.0595818375844794E-7	0	0	33.35726495726496	650.0033778798564	AR;JUN;CDKN1A;CDH1;HBB;ESR1;EGFR;VEGFA
Colorectal Carcinoma	14/2931	3.497815513339799E-9	1.0629244083478471E-7	0	0	20.475659924580047	398.684178943613	JUN;CDKN1A;EPAS1;STAT1;PRKDC;CAV1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;PIM1;EZR
Adenocarcinoma of large intestine	7/297	4.1049957015609135E-9	1.2329306857130046E-7	0	0	43.21128526645768	834.4557717689023	CDKN1A;PRKDC;CDH1;PIM1;PIK3R1;EGFR;VEGFA
Anemia	8/490	4.3250034742551434E-9	1.2840786177012685E-7	0	0	32.365145228215766	623.3155708194267	AR;CDKN1A;EPAS1;STAT1;CAV1;HBB;EGFR;VEGFA
Malignant neoplasm of mouth	8/492	4.465263324175948E-9	1.3106562689030086E-7	0	0	32.228099173553716	619.6476533614273	AR;JUN;CDKN1A;STAT1;CDH1;CAV1;EGFR;VEGFA
Autoimmune Diseases	10/1060	4.971166072376081E-9	1.4427552769603838E-7	0	0	22.538095238095238	430.9196226970033	AR;CDKN1A;STAT1;PRKDC;CAV1;PIM1;PIK3R1;ESR1;EGFR;VEGFA
Herpes Simplex Infections	8/503	5.309472364070449E-9	1.5158969840304788E-7	0	0	31.494141414141414	600.0822330852503	AR;CDKN1A;STAT1;NFIB;HBB;ESR1;EGFR;VEGFA
Polycythemia	5/75	5.34055848032418E-9	1.5158969840304788E-7	0	0	109.4065934065934	2083.9697459835165	EPAS1;HBB;PIK3R1;EGFR;VEGFA
Breast adenocarcinoma	6/168	5.483925375645907E-9	1.5396716570971062E-7	0	0	61.17283950617284	1163.5957827680431	AR;CDKN1A;CDH1;CAV1;ESR1;VEGFA
Cyst	6/169	5.682850637139908E-9	1.5783659350249874E-7	0	0	60.79447852760736	1154.2325920867622	AR;EPAS1;CDH1;CAV1;ESR1;VEGFA
Tumor Angiogenesis	8/511	6.007336202309071E-9	1.6507392989962053E-7	0	0	30.98051689860835	586.4699961902941	AR;JUN;CDKN1A;EPAS1;CAV1;EZR;EGFR;VEGFA
Carcinomatosis	6/176	7.249657622168668E-9	1.9616133642583457E-7	0	0	58.27058823529412	1092.1255214554353	CDH1;PIK3R1;EZR;ESR1;EGFR;VEGFA
Osteosarcoma	10/1103	7.290549088997336E-9	1.9616133642583457E-7	0	0	21.60224153705398	404.7544375930222	JUN;CDKN1A;EPAS1;PRKDC;NFIB;CAV1;EZR;ESR1;EGFR;VEGFA
Polycystic Ovary Syndrome	8/526	7.532365517893741E-9	2.0057835188370655E-7	0	0	30.06023166023166	562.2482773479911	NR4A1;AR;CDKN1A;CAV1;PIK3R1;ESR1;EGFR;VEGFA
Insulin Resistance	5/81	7.902335437581374E-9	2.0828298403339478E-7	0	0	100.73886639676114	1879.3951205384299	NR4A1;AR;CAV1;PIK3R1;EGFR
Secondary malignant neoplasm of bone	7/330	8.506587099514742E-9	2.2194459068733917E-7	0	0	38.73149451168027	719.7250927024485	AR;PRKDC;CDH1;EZR;ESR1;EGFR;VEGFA
Malignant mesothelioma	7/335	9.436955888332865E-9	2.437565705956379E-7	0	0	38.13137472283814	704.6156555806098	AR;JUN;CDKN1A;CDH1;ESR1;EGFR;VEGFA
Prostatic Hyperplasia	5/85	1.0094890732286555E-8	2.581693342722393E-7	0	0	95.6826923076923	1761.6366683441408	AR;NFIB;ESR1;EGFR;VEGFA
Diabetic Nephropathy	8/561	1.2453831620779622E-8	3.153749713379781E-7	0	0	28.107052441229655	511.5831369268637	JUN;CDKN1A;STAT1;CAV1;PIK3R1;ESR1;EGFR;VEGFA
Prolactinoma	5/91	1.4265582125129245E-8	3.5774755950688196E-7	0	0	88.98032200357781	1607.4665368289864	CDKN1A;CDH1;ESR1;EGFR;VEGFA
Aplasia Cutis Congenita	6/199	1.5120237314542775E-8	3.7553435561023064E-7	0	0	51.266839378238345	923.1738588460523	JUN;NFIB;PIM1;ESR1;EGFR;VEGFA
Renal fibrosis	6/202	1.653368071366927E-8	4.0672854555626407E-7	0	0	50.474489795918366	904.3951587749052	NR4A1;EPAS1;STAT1;EZR;EGFR;VEGFA
Colorectal Cancer	14/3298	1.68996619105663E-8	4.118096859904977E-7	0	0	17.796285018270403	318.48182231523526	JUN;CDKN1A;EPAS1;STAT1;PRKDC;CAV1;ESR1;EGFR;VEGFA;NR4A1;AR;CDH1;PIM1;EZR
Anaplastic carcinoma	6/204	1.7535369052252407E-8	4.1938757649970343E-7	0	0	49.95959595959596	892.2307177360384	CDH1;PIK3R1;EZR;ESR1;EGFR;VEGFA
Papilloma	6/204	1.7535369052252407E-8	4.1938757649970343E-7	0	0	49.95959595959596	892.2307177360384	AR;CDKN1A;CAV1;ESR1;EGFR;VEGFA
Thymoma	6/205	1.8054728807630418E-8	4.278473808266915E-7	0	0	49.70603015075377	886.2514694059296	AR;STAT1;CDH1;ESR1;EGFR;VEGFA
Medulloblastoma	8/590	1.844018968454952E-8	4.33009181410831E-7	0	0	26.666666666666668	474.8995555277358	NR4A1;AR;PRKDC;CDH1;EZR;ESR1;EGFR;VEGFA
Nephroblastoma	7/370	1.8712413063132157E-8	4.3544290938802124E-7	0	0	34.39343851740546	611.9995528819938	AR;STAT1;CDH1;HBB;ESR1;EGFR;VEGFA
Hodgkin Disease	8/592	1.89320677197185E-8	4.366208117860079E-7	0	0	26.572602739726026	472.5248807564132	AR;JUN;CDKN1A;STAT1;PIM1;HBB;PIK3R1;VEGFA
Myeloid Leukemia, Chronic	9/876	1.9386750473710114E-8	4.4315023427958604E-7	0	0	22.047289504036907	391.53067030743887	CDKN1A;EPAS1;STAT1;PRKDC;CDH1;CAV1;ESR1;EGFR;VEGFA
Liver and Intrahepatic Biliary Tract Carcinoma	8/607	2.2997538775281233E-8	5.210758127767669E-7	0	0	25.887145242070115	455.2999687633296	NR4A1;EPAS1;CDH1;CAV1;PIM1;ESR1;EGFR;VEGFA
Mesothelioma	7/383	2.3724736718865316E-8	5.328782169115575E-7	0	0	33.18230174081238	582.5732961091943	CDKN1A;STAT1;CDH1;PIM1;ESR1;EGFR;VEGFA
Carcinoma	6/216	2.4658395978948186E-8	5.490744552898548E-7	0	0	47.076190476190476	824.6876902465111	AR;CDH1;PIK3R1;EZR;ESR1;EGFR
Endometriosis of ovary	4/36	2.6560936955864013E-8	5.863837620256132E-7	0	0	178.125	3107.181192038868	NR4A1;AR;CDH1;ESR1
Diabetes	10/1268	2.7738052616914193E-8	6.071812704194014E-7	0	0	18.604928457869633	323.73432507677734	AR;CDKN1A;STAT1;CAV1;PIM1;PIK3R1;EZR;ESR1;EGFR;VEGFA
Rhabdomyosarcoma	7/397	3.035464330992663E-8	6.552749785719691E-7	0	0	31.968298368298367	553.3813575764817	CDKN1A;STAT1;CAV1;EZR;ESR1;EGFR;VEGFA
Acute Erythroblastic Leukemia	6/224	3.06215349734257E-8	6.552749785719691E-7	0	0	45.330275229357795	784.2845817822375	CDKN1A;STAT1;HBB;ESR1;EGFR;VEGFA
Arthritis	8/630	3.0696195279600565E-8	6.552749785719691E-7	0	0	24.90032154340836	430.75382776541875	AR;JUN;CDKN1A;CAV1;PIK3R1;ESR1;EGFR;VEGFA
Conventional (Clear Cell) Renal Cell Carcinoma	8/631	3.107620521425471E-8	6.579494923640977E-7	0	0	24.859069020866773	429.7343364562166	AR;CDKN1A;EPAS1;STAT1;CDH1;CAV1;EGFR;VEGFA
Adenocarcinoma	11/1712	3.166976108830778E-8	6.650649828544635E-7	0	0	16.888468967834047	291.6284527406187	AR;JUN;CDKN1A;EPAS1;STAT1;CDH1;CAV1;PIM1;ESR1;EGFR;VEGFA
Vascular Diseases	7/401	3.2515144637705195E-8	6.773114403160687E-7	0	0	31.637286571296723	545.4761704578547	NR4A1;JUN;STAT1;CAV1;ESR1;EGFR;VEGFA
