Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Hypothyroidism	4/268	9.661151258100672E-6	4.907864839115142E-4	0	0	42.6948051948052	493.01389697284526	NOS2;STAT1;INSR;APOE
Insulin Resistance	3/81	1.0314787736795368E-5	5.112109434431266E-4	0	0	95.72596153846153	1099.118980039264	INSR;IRS2;EGFR
Lupus Erythematosus, Systemic	6/1113	1.0629380887268126E-5	5.127257403020535E-4	0	0	20.46829268292683	234.40060782808587	HSP90AB1;NOS2;STAT1;TAP1;APOE;EGFR
Rectal Carcinoma	4/276	1.0850003362691093E-5	5.127257403020535E-4	0	0	41.42226890756302	473.51225352623806	NOS2;IRS2;APOE;EGFR
Atherosclerosis	6/1134	1.1838052521524098E-5	5.45335436277601E-4	0	0	20.064893617021276	227.61999411408323	NOS2;STAT1;INSR;IRS2;APOE;EGFR
Bile Duct Neoplasms	2/10	1.234519196297719E-5	5.45335436277601E-4	0	0	555.0277777777778	6273.059307633597	APOE;EGFR
Donohue Syndrome	2/10	1.234519196297719E-5	5.45335436277601E-4	0	0	555.0277777777778	6273.059307633597	INSR;EGFR
Pancreatic Neoplasm	5/665	1.5656950221418955E-5	6.76913252126028E-4	0	0	24.40530303030303	270.0348094033207	NOS2;BHLHE40;IRS2;APOE;EGFR
Impaired glucose tolerance	4/326	2.089247823523593E-5	8.303402231023825E-4	0	0	34.90150842945874	376.1028903719748	INSR;IRS2;APOE;HBA1
Human Papillomavirus Positive Oropharyngeal Squamous Cell Carcinoma	2/13	2.137920088451626E-5	8.303402231023825E-4	0	0	403.5959595959596	4339.904496407951	STAT1;EGFR
Hydrosalpinx (disease)	2/13	2.137920088451626E-5	8.303402231023825E-4	0	0	403.5959595959596	4339.904496407951	NOS2;TAP1
Carcinogenesis	9/4065	2.1608633908023994E-5	8.303402231023825E-4	0	0	17.6771449704142	189.89527333942632	HSP90AB1;NOS2;STAT1;INSR;BHLHE40;TAP1;IRS2;APOE;EGFR
Osteopenia	4/329	2.165749597658773E-5	8.303402231023825E-4	0	0	34.574065934065935	371.33096295209526	NOS2;STAT1;IRS2;APOE
Diarrhea	4/329	2.165749597658773E-5	8.303402231023825E-4	0	0	34.574065934065935	371.33096295209526	NOS2;STAT1;APOE;EGFR
Malignant neoplasm of ovary	7/2026	2.473867463648155E-5	9.212332974100054E-4	0	0	15.575780089153046	165.2145230682031	NOS2;STAT1;INSR;IRS2;APOE;HBA1;EGFR
Subcortical Infarction	2/14	2.4934956376747194E-5	9.212332974100054E-4	0	0	369.94444444444446	3921.1299046658382	APOE;HBA1
Encephalomyelitis	4/348	2.6992529029463454E-5	9.284070351827861E-4	0	0	32.6328903654485	343.29638912552645	NOS2;STAT1;BHLHE40;APOE
Bronchiectasis	3/112	2.7299119109134506E-5	9.284070351827861E-4	0	0	68.39449541284404	718.7342330242068	NOS2;STAT1;TAP1
Endometriosis	5/749	2.7822097444844307E-5	9.284070351827861E-4	0	0	21.555779569892472	226.11322942687607	NOS2;INSR;IRS2;APOE;EGFR
Diabetes Mellitus, Experimental	3/113	2.8035215309221073E-5	9.284070351827861E-4	0	0	67.76931818181818	710.3613239355866	NOS2;INSR;IRS2
Streptozotocin Diabetes	3/113	2.8035215309221073E-5	9.284070351827861E-4	0	0	67.76931818181818	710.3613239355866	NOS2;INSR;IRS2
Alloxan Diabetes	3/113	2.8035215309221073E-5	9.284070351827861E-4	0	0	67.76931818181818	710.3613239355866	NOS2;INSR;IRS2
Liver neoplasms	6/1321	2.8415631789439197E-5	9.284070351827861E-4	0	0	17.040912547528517	178.39400544937374	NOS2;STAT1;INSR;IRS2;APOE;EGFR
Intracranial Aneurysm	3/114	2.8784273236474175E-5	9.284070351827861E-4	0	0	67.1554054054054	702.1555224109571	NOS2;STAT1;APOE
Respiratory Syncytial Virus Infections	3/116	3.0321705184547214E-5	9.530788652739542E-4	0	0	65.96017699115045	686.2263815886317	NOS2;STAT1;TAP1
Colon Carcinoma	7/2091	3.0487266851775108E-5	9.530788652739542E-4	0	0	15.0353886756238	156.34100020474034	NOS2;STAT1;BHLHE40;TAP1;IRS2;APOE;EGFR
Adenocarcinoma, Basal Cell	3/117	3.111029433049078E-5	9.578199709023827E-4	0	0	65.3782894736842	678.4940435839017	NOS2;APOE;EGFR
Colonic Neoplasms	5/778	3.3408717687155896E-5	0.0010132315573179221	0	0	20.715825786977145	213.51167078590058	NOS2;STAT1;TAP1;IRS2;EGFR
Hepatitis C	5/783	3.445467420963151E-5	0.0010295867352054593	0	0	20.57733504712939	211.44993529181045	NOS2;STAT1;TAP1;APOE;EGFR
Schistosomiasis mansoni	2/17	3.723204414400794E-5	0.001080793052866059	0	0	295.9111111111111	3017.8023474852107	NOS2;APOE
Hyperkeratosis lenticularis perstans	2/17	3.723204414400794E-5	0.001080793052866059	0	0	295.9111111111111	3017.8023474852107	APOE;EGFR
Chronic Kidney Diseases	4/380	3.808574005062301E-5	0.0010900031518713514	0	0	29.806990881458965	303.30612146585077	INSR;IRS2;APOE;EGFR
Hepatitis C, Chronic	4/386	4.0489886439327145E-5	0.0011427145728432327	0	0	29.329842931937172	296.6554742363083	NOS2;STAT1;APOE;EGFR
Ovarian Carcinoma	7/2203	4.301515574246148E-5	0.0011973533762833115	0	0	14.179303278688524	142.5581202747085	NOS2;STAT1;INSR;IRS2;APOE;HBA1;EGFR
Aortic Rupture	2/19	4.678583530599793E-5	0.0012541691201145894	0	0	261.0718954248366	2602.868539389068	STAT1;APOE
Vascular Diseases	4/401	4.6987622049933714E-5	0.0012541691201145894	0	0	28.200071968333933	281.03138032406497	NOS2;STAT1;APOE;EGFR
Bipolar Disorder	5/837	4.7466805708714674E-5	0.0012541691201145894	0	0	19.18770032051282	191.02276522118424	NOS2;BHLHE40;BHLHE41;APOE;EGFR
Hepatitis B	5/839	4.80132559014052E-5	0.0012541691201145894	0	0	19.13968824940048	190.32569961133314	STAT1;INSR;TAP1;APOE;EGFR
Malignant neoplasm of prostate	8/3239	4.872546745237404E-5	0.0012541691201145894	0	0	13.831012070566388	137.3323887439034	HSP90AB1;NOS2;STAT1;INSR;TAP1;IRS2;APOE;EGFR
Cholelithiasis	3/136	4.8759527799730596E-5	0.0012541691201145894	0	0	55.984962406015036	555.8528540988981	NOS2;APOE;HBA1
Carcinoma of ampulla of Vater	2/20	5.196871583395421E-5	0.0013200053821824367	0	0	246.55555555555554	2432.2381677726335	APOE;EGFR
Lymphatic Metastasis	3/142	5.545413774944302E-5	0.0013911457766280027	0	0	53.552158273381295	524.8086997655896	HSP90AB1;BHLHE41;EGFR
Pathological accumulation of air in tissues	2/21	5.74219267049387E-5	0.0013985195596458897	0	0	233.5672514619883	2280.8039070745754	NOS2;APOE
Disease Exacerbation	3/144	5.7812816442054495E-5	0.0013985195596458897	0	0	52.787234042553195	515.1136696058004	STAT1;APOE;EGFR
Encephalitis	3/144	5.7812816442054495E-5	0.0013985195596458897	0	0	52.787234042553195	515.1136696058004	NOS2;STAT1;APOE
Virus Diseases	5/875	5.871844772689926E-5	0.0014037163033065799	0	0	18.313218390804597	178.42122951229567	NOS2;STAT1;TAP1;APOE;EGFR
Shock	2/22	6.314522336867865E-5	0.001474840159599483	0	0	221.87777777777777	2145.5743861743645	NOS2;TAP1
Anaplastic large B-cell lymphoma	2/22	6.314522336867865E-5	0.001474840159599483	0	0	221.87777777777777	2145.5743861743645	INSR;EGFR
Primary Sj??gren's syndrome	3/151	6.658515048464627E-5	0.0015129144183391747	0	0	50.272804054054056	483.4750130399611	STAT1;APOE;EGFR
Pre-Eclampsia	3/152	6.790536245930654E-5	0.0015129144183391747	0	0	49.93288590604027	479.22565702731436	NOS2;TAP1;HBA1
Osteoporosis	4/441	6.804994986538388E-5	0.0015129144183391747	0	0	25.566525008172604	245.31767374252243	STAT1;BHLHE40;IRS2;APOE
Hypoxic-Ischemic Encephalopathy	2/23	6.9138361411835E-5	0.0015129144183391747	0	0	211.3015873015873	2024.1425993656733	NOS2;APOE
Familial lichen amyloidosis	3/153	6.924263824091696E-5	0.0015129144183391747	0	0	49.5975	475.03958405238	NOS2;APOE;EGFR
Cachexia	3/153	6.924263824091696E-5	0.0015129144183391747	0	0	49.5975	475.03958405238	NOS2;INSR;EGFR
Stomach Carcinoma	7/2378	7.105837875755196E-5	0.0015360704854823996	0	0	13.003584985238296	124.21035798625765	NOS2;STAT1;INSR;BHLHE40;TAP1;APOE;EGFR
Coronary heart disease	5/913	7.195069920032707E-5	0.0015367339925050746	0	0	17.511930983847282	167.0555805905074	NOS2;INSR;IRS2;APOE;EGFR
Ulcerative Colitis	5/915	7.270639898919367E-5	0.0015367339925050746	0	0	17.471611721611723	166.48840605961615	NOS2;STAT1;INSR;APOE;EGFR
Mucocutaneous Lymph Node Syndrome	3/156	7.335787267371665E-5	0.0015367339925050746	0	0	48.61764705882353	462.8478142602716	NOS2;STAT1;INSR
Malignant neoplasm of stomach	7/2398	7.506231998344162E-5	0.0015563942265954425	0	0	12.880175658720201	122.32549937434479	NOS2;STAT1;INSR;BHLHE40;IRS2;APOE;EGFR
Cholangiocarcinoma	4/455	7.683808650599246E-5	0.0015771211290926937	0	0	24.75514729173266	234.52556500111334	NOS2;STAT1;APOE;EGFR
Polycystic Kidney, Autosomal Dominant	3/161	8.0567412221651E-5	0.0016371298163439484	0	0	47.067246835443036	443.67546300469655	APOE;HBA1;EGFR
Malaria	4/469	8.643072394027219E-5	0.0017388834757092386	0	0	23.9926267281106	224.479030695244	NOS2;TAP1;APOE;HBA1
Hyperglycemia	4/488	1.0081608864233919E-4	0.0019772342919066755	0	0	23.028335301062572	211.9116373914926	NOS2;INSR;IRS2;APOE
Coronary Artery Disease	5/981	1.0132538118946211E-4	0.0019772342919066755	0	0	16.23377732240437	149.30486859792057	NOS2;STAT1;INSR;IRS2;APOE
Anemia	4/490	1.0242595012015017E-4	0.0019772342919066755	0	0	22.93121693121693	210.65465379030405	NOS2;STAT1;HBA1;EGFR
Hyperglycemia, Postprandial	2/28	1.0314312743213957E-4	0.0019772342919066755	0	0	170.6239316239316	1566.224114639988	INSR;IRS2
Hyperemia	2/28	1.0314312743213957E-4	0.0019772342919066755	0	0	170.6239316239316	1566.224114639988	NOS2;APOE
Multiple malignancy	3/176	1.0494363131932333E-4	0.0019904781648629162	0	0	42.95375722543353	393.5460691183147	INSR;BHLHE41;EGFR
Liver carcinoma	8/3593	1.057931308096432E-4	0.0019904781648629162	0	0	12.201952580195258	111.69697856321629	HSP90AB1;NOS2;STAT1;INSR;TAP1;IRS2;APOE;EGFR
Diabetes Mellitus, Non-Insulin-Dependent	6/1672	1.0812056031834135E-4	0.0020156053079529324	0	0	13.197839135654261	120.52614665244592	NOS2;INSR;IRS2;APOE;HBA1;EGFR
Salivary duct carcinoma	2/29	1.107501888077093E-4	0.0020458580332478665	0	0	164.2962962962963	1496.4490206891242	NOS2;EGFR
Hepatitis, Chronic	3/183	1.1779914249172865E-4	0.002114445450627014	0	0	41.26875	373.3389670322449	NOS2;STAT1;TAP1
Breast Carcinoma	9/4963	1.179144321703154E-4	0.002114445450627014	0	0	13.657145740815503	123.5364130608433	HSP90AB1;NOS2;STAT1;INSR;BHLHE40;BHLHE41;IRS2;APOE;EGFR
Delirium, Dementia, Amnestic, Cognitive Disorders	2/30	1.1862538453320847E-4	0.002114445450627014	0	0	158.4206349206349	1432.0496756090347	STAT1;APOE
Acute Chest Syndrome	2/30	1.1862538453320847E-4	0.002114445450627014	0	0	158.4206349206349	1432.0496756090347	NOS2;HBA1
Tumor Angiogenesis	4/511	1.2048606341215167E-4	0.0021289363552477584	0	0	21.95773457311919	198.14608007958057	HSP90AB1;NOS2;BHLHE41;EGFR
Adenocarcinoma	6/1712	1.234865049002313E-4	0.002163142913424741	0	0	12.860257913247363	115.73433088287646	NOS2;STAT1;INSR;BHLHE41;APOE;EGFR
ESTROGEN RESISTANCE	2/31	1.2676847134630674E-4	0.0021829960489465703	0	0	152.95019157088123	1372.4447355060008	INSR;EGFR
HIV Encephalopathy	2/31	1.2676847134630674E-4	0.0021829960489465703	0	0	152.95019157088123	1372.4447355060008	NOS2;APOE
Polycystic Ovary Syndrome	4/526	1.3473790872669446E-4	0.002251509399396368	0	0	21.310344827586206	189.92160943154957	INSR;IRS2;APOE;EGFR
Giant Cell Fibroblastoma	2/32	1.3517920606612052E-4	0.002251509399396368	0	0	147.84444444444443	1317.1327323844173	INSR;EGFR
HIV encephalitis	2/32	1.3517920606612052E-4	0.002251509399396368	0	0	147.84444444444443	1317.1327323844173	NOS2;APOE
Dermatofibrosarcoma Protuberans	2/32	1.3517920606612052E-4	0.002251509399396368	0	0	147.84444444444443	1317.1327323844173	INSR;EGFR
Malignant neoplasm of breast	9/5054	1.3742576663108497E-4	0.0022703183560517453	0	0	13.329633300297324	118.5327866034529	HSP90AB1;NOS2;STAT1;INSR;BHLHE40;BHLHE41;IRS2;APOE;EGFR
Fibrosis, Liver	4/545	1.5451072579307818E-4	0.0025200046354124338	0	0	20.541853710060735	180.25984099464063	STAT1;INSR;APOE;EGFR
Colorectal Neoplasms	5/1073	1.5501997019023338E-4	0.0025200046354124338	0	0	14.763576779026216	129.50545490526952	NOS2;INSR;TAP1;APOE;EGFR
Metabolic Syndrome X	4/548	1.5781574762138248E-4	0.002545092056878168	0	0	20.425420168067227	178.8058103831334	NOS2;INSR;IRS2;APOE
Malignant neoplasm of gallbladder	3/203	1.600918850848266E-4	0.0025614701613572255	0	0	37.104375	324.2834298781839	NOS2;APOE;EGFR
Low Grade Squamous Intraepithelial Neoplasia	2/35	1.6201486834500342E-4	0.0025719860349769294	0	0	134.3838383838384	1172.87828116532	NOS2;EGFR
Thymoma	3/205	1.6479511484798656E-4	0.0025958424292334007	0	0	36.73329207920792	319.9766392230096	STAT1;IRS2;EGFR
Hepatitis E	2/36	1.714937660463913E-4	0.00268057948158667	0	0	130.4248366013072	1130.9090161319034	APOE;EGFR
Multiple Sclerosis	5/1106	1.7887904770444988E-4	0.0027746734727896348	0	0	14.296094459582198	123.35814976098699	NOS2;STAT1;TAP1;APOE;EGFR
Rheumatoid Arthritis	6/1833	1.8102092077541818E-4	0.002786625083451892	0	0	11.929064039408868	102.79152745447193	NOS2;STAT1;BHLHE41;TAP1;APOE;EGFR
Steatohepatitis	4/569	1.8241342925680022E-4	0.0027869480319535193	0	0	19.645006321112515	169.12847319990755	INSR;IRS2;APOE;EGFR
Papillary thyroid carcinoma	4/571	1.8489318401026687E-4	0.002803753357528823	0	0	19.573696145124718	168.25025185941405	HSP90AB1;NOS2;INSR;EGFR
Restenosis	3/215	1.8966535013035415E-4	0.0028160961154658085	0	0	34.982900943396224	299.81218420581337	NOS2;INSR;APOE
Chronic Lymphocytic Leukemia	5/1120	1.8981956005003486E-4	0.0028160961154658085	0	0	14.106128550074738	120.88157457735342	NOS2;STAT1;INSR;APOE;EGFR
Mental Depression	4/575	1.8992621699547794E-4	0.0028160961154658085	0	0	19.432574430823117	166.51529914326784	HSP90AB1;NOS2;APOE;EGFR
Autosomal Recessive Polycystic Kidney Disease	2/38	1.9125062201490235E-4	0.0028160961154658085	0	0	123.16666666666667	1054.5438650851984	APOE;EGFR
Optic Neuropathy	2/39	2.01528095808739E-4	0.002907855636400852	0	0	119.83183183183183	1019.718769585136	NOS2;APOE
Neoplasm Metastasis	8/3920	2.017337838309175E-4	0.002907855636400852	0	0	10.959100204498977	93.24617951671269	NOS2;STAT1;INSR;BHLHE41;TAP1;IRS2;APOE;EGFR
Pancreatic carcinoma	6/1869	2.0177541571482293E-4	0.002907855636400852	0	0	11.67536231884058	99.33813066022239	HSP90AB1;STAT1;INSR;BHLHE41;IRS2;EGFR
Squamous cell carcinoma	6/1876	2.060249808041518E-4	0.0029481884577044824	0	0	11.62716577540107	98.68572218906857	NOS2;STAT1;INSR;IRS2;APOE;EGFR
Influenza	4/589	2.0832940808314444E-4	0.0029603171833912554	0	0	18.953846153846154	160.66019272544685	NOS2;STAT1;TAP1;EGFR
Motor symptoms	2/40	2.12071277436947E-4	0.0029925613593880297	0	0	116.67251461988305	986.8847467329822	NOS2;APOE
Acute Erythroblastic Leukemia	3/224	2.140348417737175E-4	0.002999439989546165	0	0	33.542986425339365	283.4171617172781	STAT1;HBA1;EGFR
Liver diseases	4/606	2.3238067926925615E-4	0.003233973571566033	0	0	18.40246796392976	153.9759093510499	NOS2;TAP1;APOE;EGFR
Clear Cell Sarcoma of Soft Tissue	2/42	2.3395379676191284E-4	0.003233973571566033	0	0	110.82777777777778	926.5631028013964	BHLHE40;EGFR
Schizophrenia	6/1923	2.3646175144084673E-4	0.003236659111647906	0	0	11.312676056338027	94.45772379714903	NOS2;INSR;BHLHE40;TAP1;APOE;EGFR
Hypoglycemia	3/232	2.3733376360016633E-4	0.003236659111647906	0	0	32.35807860262009	270.0619193722403	INSR;IRS2;APOE
Chloracne	2/43	2.4529265118944116E-4	0.0032625823347967185	0	0	108.11924119241192	898.8015841018229	HBA1;EGFR
Dissection of aorta	2/43	2.4529265118944116E-4	0.0032625823347967185	0	0	108.11924119241192	898.8015841018229	STAT1;APOE
Hepatoblastoma	3/235	2.4647832520898274E-4	0.0032625823347967185	0	0	31.934806034482758	265.32192106930296	INSR;APOE;EGFR
leukemia	6/1941	2.4903405580149876E-4	0.0032625823347967185	0	0	11.196279069767442	92.90583810157752	HSP90AB1;NOS2;STAT1;APOE;HBA1;EGFR
Adenocarcinoma of lung (disorder)	5/1187	2.4954031931089936E-4	0.0032625823347967185	0	0	13.259306260575297	109.99774694839954	INSR;BHLHE40;BHLHE41;APOE;EGFR
IGA Glomerulonephritis	3/237	2.5270017134364616E-4	0.0032625823347967185	0	0	31.658653846153847	262.23834475692706	NOS2;STAT1;APOE
Overweight	3/238	2.5584901115823823E-4	0.0032625823347967185	0	0	31.522340425531915	260.7188532022438	INSR;IRS2;APOE
Arthritis, Adjuvant-Induced	2/44	2.568962468343873E-4	0.0032625823347967185	0	0	105.53968253968254	872.4794859258211	STAT1;EGFR
Arthritis, Collagen-Induced	2/44	2.568962468343873E-4	0.0032625823347967185	0	0	105.53968253968254	872.4794859258211	STAT1;EGFR
Arthritis, Experimental	2/44	2.568962468343873E-4	0.0032625823347967185	0	0	105.53968253968254	872.4794859258211	STAT1;EGFR
Neurocognitive Disorders	2/44	2.568962468343873E-4	0.0032625823347967185	0	0	105.53968253968254	872.4794859258211	STAT1;APOE
Obesity	6/1961	2.636279275080429E-4	0.0033272791844493367	0	0	11.069462915601022	91.22313188809693	NOS2;STAT1;INSR;IRS2;APOE;EGFR
MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA	2/45	2.6876434233975995E-4	0.0033504855437692777	0	0	103.08010335917312	847.4911719840177	APOE;EGFR
Lipoatrophy	2/45	2.6876434233975995E-4	0.0033504855437692777	0	0	103.08010335917312	847.4911719840177	INSR;APOE
Vitiligo	3/243	2.7197603300258455E-4	0.0033618201080091075	0	0	30.8578125	253.33636443944548	NOS2;TAP1;APOE
Triple Negative Breast Neoplasms	4/632	2.729824398727868E-4	0.0033618201080091075	0	0	17.616924476797088	144.56629834408977	NOS2;STAT1;BHLHE41;EGFR
Colorectal Carcinoma	7/2931	2.7590296739401306E-4	0.003377318251473702	0	0	10.213320793433653	83.70287552639604	NOS2;STAT1;INSR;TAP1;IRS2;APOE;EGFR
Alzheimer's Disease	6/1982	2.7968330706638244E-4	0.0034030926943646057	0	0	10.939068825910931	89.5018491644756	NOS2;STAT1;INSR;IRS2;APOE;EGFR
Rhinovirus infection	2/47	2.932930686478756E-4	0.0035246559401500305	0	0	98.4888888888889	801.141932597962	NOS2;EGFR
Colonic Polyps	2/47	2.932930686478756E-4	0.0035246559401500305	0	0	98.4888888888889	801.141932597962	NOS2;EGFR
Malignant tumor of colon	6/2001	2.948777115282998E-4	0.0035246559401500305	0	0	10.823458646616542	87.98335226872096	NOS2;STAT1;TAP1;IRS2;APOE;EGFR
Brain Neoplasms	4/646	2.968594603412045E-4	0.0035275931193761846	0	0	17.220293724966623	139.86756047562943	NOS2;STAT1;APOE;EGFR
Fabry Disease	2/48	3.0595321755068756E-4	0.003552553931788555	0	0	96.34299516908213	779.6150655284314	NOS2;APOE
Sleep Disorders	2/48	3.0595321755068756E-4	0.003552553931788555	0	0	96.34299516908213	779.6150655284314	BHLHE41;APOE
Corneal Neovascularization	2/48	3.0595321755068756E-4	0.003552553931788555	0	0	96.34299516908213	779.6150655284314	INSR;APOE
Psychotic symptom	2/48	3.0595321755068756E-4	0.003552553931788555	0	0	96.34299516908213	779.6150655284314	NOS2;APOE
Sarcoma	4/658	3.185006181902098E-4	0.00367723441001424	0	0	16.89384010484928	136.02727702559176	NOS2;STAT1;IRS2;EGFR
Candidiasis	2/50	3.32063883264561E-4	0.003812168422562644	0	0	92.31944444444444	739.4956618223716	STAT1;EGFR
Endothelial dysfunction	3/262	3.3924966775060873E-4	0.003872782723984477	0	0	28.566602316602317	228.21213667161018	NOS2;STAT1;APOE
