Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Renin secretion	1/69	0.050535755162539275	0.15483748696562005	0	0	20.92121848739496	62.4513889160488	EDNRA
Taste transduction	1/86	0.06261526327259834	0.15483748696562005	0	0	16.722689075630253	46.33432734971711	P2RY1
Gap junction	1/88	0.06402691324948269	0.15483748696562005	0	0	16.336617405582924	44.90040493421904	HTR2B
GABAergic synapse	1/89	0.06473199395678342	0.15483748696562005	0	0	16.150162337662337	44.211064597664894	GNAO1
Morphine addiction	1/91	0.06614066844776637	0.15483748696562005	0	0	15.78968253968254	42.884327217943145	GNAO1
Circadian entrainment	1/97	0.07035481969078608	0.15483748696562005	0	0	14.798363095238095	39.277874337242054	GNAO1
Inflammatory mediator regulation of TRP channels	1/98	0.07105545026536494	0.15483748696562005	0	0	14.645066273932253	38.72587137976069	HTR2B
Amoebiasis	1/102	0.07385304727236812	0.15483748696562005	0	0	14.062234794908063	36.6416559464346	GNAL
Toxoplasmosis	1/112	0.08081267534101275	0.15483748696562005	0	0	12.788931788931789	32.17211116568681	GNAO1
Cholinergic synapse	1/113	0.08150594689102497	0.15483748696562005	0	0	12.674107142857142	31.77499158030827	GNAO1
Glutamatergic synapse	1/114	0.08219873041095659	0.15483748696562005	0	0	12.561314791403287	31.38589486042515	GNAO1
Sphingolipid signaling pathway	1/119	0.08565533850079231	0.15483748696562005	0	0	12.026029055690072	29.553049141820058	S1PR3
Platelet activation	1/124	0.08909979332175584	0.15483748696562005	0	0	11.534262485481998	27.889826667906142	P2RY1
Relaxin signaling pathway	1/129	0.09253213456813632	0.15483748696562005	0	0	11.080915178571429	26.374786485539133	GNAO1
Estrogen signaling pathway	1/137	0.09799878297512493	0.15483748696562005	0	0	10.424894957983193	24.214948291558056	GNAO1
Signaling pathways regulating pluripotency of stem cells	1/143	0.1020785820114489	0.15483748696562005	0	0	9.981388329979879	22.77765144350997	WNT2B
Breast cancer	1/147	0.10478887273987318	0.15483748696562005	0	0	9.7059686888454	21.894798796311715	WNT2B
Retrograde endocannabinoid signaling	1/148	0.10546525137897352	0.15483748696562005	0	0	9.639455782312925	21.682738811969994	GNAO1
Gastric cancer	1/149	0.1061411530269663	0.15483748696562005	0	0	9.573841698841699	21.47398751982091	WNT2B
mTOR signaling pathway	1/154	0.10951351734333183	0.15483748696562005	0	0	9.258636788048554	20.47739449150128	WNT2B
Oxytocin signaling pathway	1/154	0.10951351734333183	0.15483748696562005	0	0	9.258636788048554	20.47739449150128	GNAO1
Cushing syndrome	1/155	0.11018656358927326	0.15483748696562005	0	0	9.198051948051948	20.28704233319861	WNT2B
Hippo signaling pathway	1/163	0.11555386663557052	0.15483748696562005	0	0	8.740299823633157	18.861728539646954	WNT2B
Wnt signaling pathway	1/166	0.11755880336673992	0.15483748696562005	0	0	8.58008658008658	18.3683919207857	WNT2B
cGMP-PKG signaling pathway	1/167	0.11822617241393031	0.15483748696562005	0	0	8.527969018932874	18.208542288702866	EDNRA
Hepatocellular carcinoma	1/168	0.11889307034860111	0.15483748696562005	0	0	8.476475620188195	18.050915555377973	WNT2B
NOD-like receptor signaling pathway	1/181	0.12752001482544476	0.16229820068692968	0	0	7.859126984126984	16.18573014833804	TXNIP
Alcoholism	1/186	0.13081702829610425	0.16279452410181863	0	0	7.644787644787645	15.549159120120551	GNAO1
Transcriptional misregulation in cancer	1/192	0.13475809440863543	0.16405333232355618	0	0	7.402393418100225	14.836424674361691	WT1
Pathogenic Escherichia coli infection	1/197	0.13802956917585696	0.16446076327336148	0	0	7.211734693877551	14.281306966998091	LPAR2
Proteoglycans in cancer	1/205	0.1432399253949917	0.167113246294157	0	0	6.9261204481792715	13.459074507019471	WNT2B
Human immunodeficiency virus 1 infection	1/212	0.14777485872665974	0.16888555283046827	0	0	6.693974272173325	12.799316515826886	GNAO1
Regulation of actin cytoskeleton	1/218	0.15164410276395837	0.1698413950956334	0	0	6.506912442396313	12.273461442607383	LPAR2
Parkinson disease	1/249	0.17137534755294664	0.18817685221500025	0	0	5.684619815668203	10.02709585103008	GNAL
Human papillomavirus infection	1/331	0.22152238782406453	0.23856257150283872	0	0	4.254329004329004	6.412259201065364	WNT2B
PI3K-Akt signaling pathway	1/354	0.23507067062214784	0.24837655763849584	0	0	3.972480777013355	5.751632103803267	LPAR2
Alzheimer disease	1/369	0.24378759739695377	0.252816767670915	0	0	3.8076475155279503	5.374334300494412	WNT2B
Olfactory transduction	1/440	0.283804142573721	0.28896421789324317	0	0	3.1802798568174424	4.005469989351044	GNAL
Pathways of neurodegeneration	1/475	0.30279495307556004	0.30279495307556004	0	0	2.940174804098855	3.5126251480790005	WNT2B
