Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Fc gamma R-mediated phagocytosis	1/97	0.024018125407556302	0.04374674071560672	0	0	51.8203125	193.23517335892032	RAC1
Prostate cancer	1/97	0.024018125407556302	0.04374674071560672	0	0	51.8203125	193.23517335892032	CTNNB1
Choline metabolism in cancer	1/98	0.024263309113639643	0.04374674071560672	0	0	51.28350515463917	190.71258524794393	RAC1
AGE-RAGE signaling pathway in diabetic complications	1/100	0.024753528718293626	0.04374674071560672	0	0	50.24242424242424	185.83603697375267	RAC1
Melanogenesis	1/101	0.024998564628756072	0.04374674071560672	0	0	49.7375	183.4784976020638	CTNNB1
Pancreatic secretion	1/102	0.02524355128901587	0.04374674071560672	0	0	49.242574257425744	181.17251842856115	RAC1
Toll-like receptor signaling pathway	1/104	0.025733376891533367	0.04374674071560672	0	0	48.28155339805825	176.70886404310096	RAC1
Sphingolipid signaling pathway	1/119	0.02940079634800306	0.048058994030389615	0	0	42.11228813559322	148.51881810168607	RAC1
Neurotrophin signaling pathway	1/119	0.02940079634800306	0.048058994030389615	0	0	42.11228813559322	148.51881810168607	RAC1
Cell cycle	1/124	0.030620812373257762	0.04910885003258321	0	0	40.390243902439025	140.8034339839893	MYC
Osteoclast differentiation	1/127	0.0313522329588074	0.04935073706478943	0	0	39.42261904761905	136.49962740373687	RAC1
Natural killer cell mediated cytotoxicity	1/131	0.032326773605739184	0.049959559208869644	0	0	38.20192307692308	131.10363216765762	RAC1
Apelin signaling pathway	1/137	0.03378711383543003	0.05038429256160619	0	0	36.505514705882355	123.66884861369475	CDH1
Yersinia infection	1/137	0.03378711383543003	0.05038429256160619	0	0	36.505514705882355	123.66884861369475	RAC1
Cell adhesion molecules	1/148	0.03645982524307186	0.05264502152276922	0	0	33.755102040816325	111.78151585561791	CDH1
Phagosome	1/152	0.03743025265226037	0.05264502152276922	0	0	32.854304635761586	107.93545874965702	RAC1
Non-alcoholic fatty liver disease	1/155	0.03815755999212094	0.05264502152276922	0	0	32.20941558441559	105.19696189979993	RAC1
Cushing syndrome	1/155	0.03815755999212094	0.05264502152276922	0	0	32.20941558441559	105.19696189979993	CTNNB1
Cellular senescence	1/156	0.038399898051902255	0.05264502152276922	0	0	32.0	104.31041517729149	MYC
JAK-STAT signaling pathway	1/162	0.03985290093159903	0.05292963404977996	0	0	30.79813664596273	99.24884569734257	MYC
Hepatitis B	1/162	0.03985290093159903	0.05292963404977996	0	0	30.79813664596273	99.24884569734257	MYC
Tight junction	1/169	0.04154585059711727	0.05432918924238412	0	0	29.504464285714285	93.85245072850307	RAC1
Axon guidance	1/182	0.04468356435447933	0.05754701469895065	0	0	27.367403314917127	85.06198182708867	RAC1
Neutrophil extracellular trap formation	1/189	0.04636969568165142	0.058011384159780736	0	0	26.33909574468085	80.89023777113094	RAC1
Transcriptional misregulation in cancer	1/192	0.0470915942002926	0.058011384159780736	0	0	25.921465968586386	79.2072064270803	MYC
Chemokine signaling pathway	1/192	0.0470915942002926	0.058011384159780736	0	0	25.921465968586386	79.2072064270803	RAC1
Pathogenic Escherichia coli infection	1/197	0.04829378686343229	0.058642455477024916	0	0	25.253826530612244	76.53051828362327	RAC1
Viral carcinogenesis	1/203	0.04973481617713605	0.05871471354245228	0	0	24.496287128712872	73.51458406594195	RAC1
Diabetic cardiomyopathy	1/203	0.04973481617713605	0.05871471354245228	0	0	24.496287128712872	73.51458406594195	RAC1
Human immunodeficiency virus 1 infection	1/212	0.05189308685736502	0.059134642653968554	0	0	23.44075829383886	69.3511172071374	RAC1
Lipid and atherosclerosis	1/215	0.05261163833184665	0.059134642653968554	0	0	23.108644859813083	68.05075155136298	RAC1
cAMP signaling pathway	1/216	0.05285105866177879	0.059134642653968554	0	0	23.0	67.62638331473383	RAC1
Regulation of actin cytoskeleton	1/218	0.05332975409876869	0.059134642653968554	0	0	22.785714285714285	66.79087257399802	RAC1
Human T-cell leukemia virus 1 infection	1/219	0.053569029227712686	0.059134642653968554	0	0	22.68004587155963	66.37959970393962	MYC
Ras signaling pathway	1/232	0.05667520572104212	0.06176144213190487	0	0	21.38961038961039	61.397132359633346	RAC1
Chemical carcinogenesis	1/239	0.05834438110107419	0.0627755999188773	0	0	20.7531512605042	58.96784256019378	MYC
Shigellosis	1/246	0.06001119288942942	0.06376189244501876	0	0	20.153061224489797	56.69507925869006	RAC1
Prion disease	1/273	0.0664182292057278	0.06969814175909708	0	0	18.127757352941178	49.15855734136795	RAC1
MicroRNAs in cancer	1/310	0.07514145223164012	0.07789052975230988	0	0	15.927184466019417	41.225652108301766	MYC
Human papillomavirus infection	1/331	0.0800633860831911	0.08199262430206318	0	0	14.897727272727273	37.615817324349365	CTNNB1
Amyotrophic lateral sclerosis	1/364	0.0877554973697224	0.08880020567174289	0	0	13.520661157024794	32.89848314508367	RAC1
Alzheimer disease	1/369	0.08891646621366153	0.08891646621366153	0	0	13.333559782608695	32.267987111868145	CTNNB1
