Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Asthma	7/1313	6.246414986634461E-6	4.519281242830032E-4	0	0	16.687978560490045	199.98043882272245	JUN;MUC2;PRKDC;CCL5;APOE;CD68;RUNX1
Epithelial ovarian cancer	7/1329	6.770345506035781E-6	4.665090451063702E-4	0	0	16.471886031265758	196.0641748170203	JUN;KRT18;MUC2;PTPRC;CCL5;CD68;RUNX1
AURAL ATRESIA, CONGENITAL	3/60	7.185435515518442E-6	4.726056904979629E-4	0	0	104.89473684210526	1242.3160352877353	PTPRC;APOE;CD68
Cholestasis, Extrahepatic	3/61	7.554263450671376E-6	4.7526170491832525E-4	0	0	103.08103448275862	1215.675713183019	JUN;MUC2;CD68
Malignant tumor of colon	8/2001	8.032021565923286E-6	4.8426396691212477E-4	0	0	14.445760160561967	169.47873166841194	DDX5;JUN;MUC2;PRKDC;CCL5;APOE;CD68;RUNX1
Pneumonia	5/497	1.0134323121906274E-5	5.6533917879009E-4	0	0	24.764989837398375	284.7870453933577	JUN;MUC2;CCL5;APOE;CD68
Breast Carcinoma	11/4963	1.0158133136518549E-5	5.6533917879009E-4	0	0	16.69880856219709	191.9901409395653	DDX5;JUN;KRT18;MUC2;PTPRC;PRKDC;INCENP;CCL5;APOE;CD68;RUNX1
Tumor Progression	8/2090	1.1139935046715799E-5	5.710221379737015E-4	0	0	13.759846301633045	156.93069143476185	DDX5;JUN;KRT18;MUC2;PRKDC;CCL5;CD68;RUNX1
Colon Carcinoma	8/2091	1.1179995795022184E-5	5.710221379737015E-4	0	0	13.752472395583293	156.79722514495833	DDX5;JUN;KRT18;MUC2;PRKDC;CCL5;APOE;RUNX1
Inflammatory Bowel Diseases	6/911	1.1444120249645711E-5	5.710221379737015E-4	0	0	18.072928176795582	205.63439986290481	KRT18;MUC2;PTPRC;CCL5;APOE;CD68
Plaque, Amyloid	4/235	1.2222969456541714E-5	5.895545601205287E-4	0	0	38.01058201058201	429.9830638456331	PTPRC;CCL5;APOE;CD68
Neoplasm Metastasis	10/3920	1.3191490790870495E-5	6.157447475609551E-4	0	0	13.705882352941176	153.99845221045527	DDX5;JUN;KRT18;MUC2;PTPRC;ESPL1;PRKDC;CCL5;APOE;RUNX1
Cytomegalovirus Infections	4/270	2.11010179197438E-5	9.54161654058415E-4	0	0	32.950710108604845	354.75358180797826	JUN;PTPRC;CCL5;APOE
Prostate carcinoma	9/3145	2.26833879962777E-5	9.919310111605123E-4	0	0	12.09016262755102	129.29072060534745	DDX5;JUN;KRT18;MUC2;PTPRC;PRKDC;CCL5;APOE;RUNX1
Hodgkin Disease	5/592	2.360629136342571E-5	9.919310111605123E-4	0	0	20.655877342419082	220.0676613993991	JUN;PTPRC;CCL5;APOE;CD68
Cystic Fibrosis	5/594	2.3992802619639208E-5	9.919310111605123E-4	0	0	20.583616298811545	218.96350144039423	JUN;KRT18;MUC2;CCL5;APOE
Experimental Organism Basal Cell Carcinoma	4/282	2.5024725155670954E-5	0.0010058549250071074	0	0	31.509192645883292	333.86025781539547	JUN;CCL5;APOE;CD68
Aortic Aneurysm, Abdominal	4/288	2.7176396168970515E-5	0.0010628174393648739	0	0	30.83411580594679	324.16404686498925	JUN;PTPRC;APOE;CD68
Senile Plaques	4/301	3.230231155870999E-5	0.0012300380217224567	0	0	29.46502057613169	304.67926682090604	PTPRC;CCL5;APOE;CD68
Colorectal Cancer	9/3298	3.37059280287188E-5	0.0012505763553219515	0	0	11.423076923076923	117.63298225242805	JUN;MUC2;PTPRC;PRKDC;INCENP;CCL5;APOE;CD68;RUNX1
Lupus Erythematosus, Systemic	6/1113	3.584261288655091E-5	0.001265678721674105	0	0	14.618660472319009	149.64206235367692	JUN;PTPRC;PRKDC;CCL5;APOE;RUNX1
Adenocarcinoma	7/1712	3.5934825155363334E-5	0.001265678721674105	0	0	12.509677419354839	128.02158271768823	JUN;KRT18;MUC2;PTPRC;CCL5;APOE;CD68
melanoma	8/2454	3.6876250131672404E-5	0.001265678721674105	0	0	11.474080130825838	117.12675414003341	JUN;PTPRC;PRKDC;INCENP;CCL5;APOE;CD68;RUNX1
Ischemia	3/104	3.7611738100889086E-5	0.001265678721674105	0	0	59.067326732673266	601.7894058314013	MUC2;APOE;CD68
Carcinoma of lung	8/2476	3.939416396105186E-5	0.0012955308011736826	0	0	11.357536466774716	115.18691817501875	JUN;KRT18;MUC2;ESPL1;PRKDC;CCL5;APOE;CD68
Luminal A Breast Carcinoma	3/110	4.447513830223246E-5	0.0014301227805184529	0	0	55.73831775700935	558.530284119608	KRT18;ESPL1;CCL5
Liver Cirrhosis	5/683	4.688657411180993E-5	0.0014748885378214993	0	0	17.799594395280234	177.42242659956338	DDX5;KRT18;MUC2;CCL5;APOE
Lipodystrophy	3/113	4.8195291737570064E-5	0.0014837997264736996	0	0	54.21	538.8609104044198	PTPRC;APOE;CD68
Ischemic cardiomyopathy	3/116	5.211426495161876E-5	0.0015710279455206737	0	0	52.76283185840708	520.3508386507118	MUC2;APOE;RUNX1
Rheumatoid Arthritis	7/1833	5.605768886750706E-5	0.001655417873291484	0	0	11.603413654618475	113.58731588014331	JUN;MUC2;PTPRC;CCL5;APOE;CD68;RUNX1
Stenosis	2/18	5.932115701720912E-5	0.001716754284078032	0	0	226.9431818181818	2208.734624235031	CCL5;APOE
Pancreatic carcinoma	7/1869	6.359573660603478E-5	0.0018043731542927907	0	0	11.356516290726818	109.73760949501924	JUN;KRT18;MUC2;PTPRC;PRKDC;CCL5;CD68
Squamous cell carcinoma	7/1876	6.515512584024363E-5	0.001809456426283375	0	0	11.309612983770288	109.01041430082245	JUN;KRT18;PRKDC;CCL5;APOE;CD68;RUNX1
T-Lymphocytopenia	2/19	6.627587463235582E-5	0.001809456426283375	0	0	213.58288770053477	2055.0271833037777	PTPRC;CCL5
Peritonitis	3/128	6.987517768728689E-5	0.0018723959650648913	0	0	47.6688	456.13321742327565	CCL5;APOE;CD68
Hepatitis, Autoimmune	3/129	7.151200664706501E-5	0.0018814158839691466	0	0	47.28809523809524	451.3953791956022	KRT18;PTPRC;CCL5
leukemia	7/1941	8.121578321134692E-5	0.0020646887941246097	0	0	10.890296449500172	102.56917848195828	JUN;PTPRC;ESPL1;PRKDC;APOE;CD68;RUNX1
Pathological accumulation of air in tissues	2/21	8.133190135805304E-5	0.0020646887941246097	0	0	191.08133971291866	1799.4076693173633	CCL5;APOE
Colonic Neoplasms	5/778	8.720288097690689E-5	0.002175561530579039	0	0	15.535252263906857	145.21224696873472	DDX5;JUN;MUC2;CCL5;RUNX1
Hepatitis C	5/783	8.989479079067078E-5	0.0021997828960956087	0	0	15.431394601542417	143.77230610377703	KRT18;PTPRC;CCL5;APOE;CD68
Lung diseases	4/393	9.121421822096511E-5	0.0021997828960956087	0	0	22.391316766638102	208.29074084165114	JUN;PRKDC;CCL5;RUNX1
HIV Infections	5/806	1.0311949689645936E-4	0.0024461297050684706	0	0	14.970349563046192	137.4221513667354	JUN;PTPRC;CCL5;APOE;CD68
Psoriasis	5/818	1.1059272409252256E-4	0.0025810914800303247	0	0	14.740159901599016	134.27778987415695	JUN;CCL5;APOE;CD68;RUNX1
Primary Sj??gren's syndrome	3/151	1.1414068154963262E-4	0.002621612161941562	0	0	40.21418918918919	365.0675792102561	APOE;CD68;RUNX1
Aneurysm	3/152	1.1639506920124239E-4	0.0026316197677218396	0	0	39.94228187919463	361.81797460126654	PTPRC;APOE;CD68
Hypercholesterolemia, Familial	3/154	1.2099073723356303E-4	0.002693439950414857	0	0	39.40927152317881	355.4636119961482	PTPRC;CCL5;APOE
Colorectal Carcinoma	8/2931	1.3576953983602277E-4	0.0029766443051928025	0	0	9.340540540540541	83.17332586568858	JUN;MUC2;PTPRC;PRKDC;INCENP;CCL5;APOE;RUNX1
Virus Diseases	5/875	1.5200555163249923E-4	0.0032828661673466627	0	0	13.733477011494253	120.73914741736853	JUN;CCL5;APOE;CD68;RUNX1
Eczema	4/454	1.5920879042412138E-4	0.003387869407995642	0	0	19.295802469135804	168.74746690626154	JUN;PTPRC;CCL5;CD68
Coinfection	3/171	1.6491235860080435E-4	0.0034583794622516507	0	0	35.39107142857143	308.25964331744404	MUC2;PRKDC;CCL5
Delirium, Dementia, Amnestic, Cognitive Disorders	2/30	1.6791916834522837E-4	0.003471129094222078	0	0	129.6038961038961	1126.5206724787724	CCL5;APOE
Crohn Disease	5/912	1.8470432354289004E-4	0.003704128398773188	0	0	13.14773980154355	113.02788818209756	JUN;MUC2;PTPRC;CCL5;APOE
Ulcerative Colitis	5/915	1.8757556882077493E-4	0.003704128398773188	0	0	13.102335164835164	112.43544557367397	MUC2;PTPRC;CCL5;APOE;CD68
Carcinogenesis	9/4065	1.8816847656281152E-4	0.003704128398773188	0	0	8.83746301775148	75.80928527322725	DDX5;JUN;MUC2;PTPRC;ESPL1;PRKDC;CCL5;APOE;RUNX1
Acute Promyelocytic Leukemia	4/475	1.894302014576475E-4	0.003704128398773188	0	0	18.415664071715028	157.84967916947505	PTPRC;CCL5;CD68;RUNX1
Non-Small Cell Lung Carcinoma	7/2243	2.0527856541236128E-4	0.003960507788689157	0	0	9.261851520572451	78.6437024232206	DDX5;JUN;KRT18;MUC2;ESPL1;PRKDC;CCL5
ovarian neoplasm	5/938	2.1075003340268323E-4	0.004012569714916877	0	0	12.763933547695606	108.04462720425464	DDX5;JUN;MUC2;APOE;RUNX1
Infection	4/492	2.167871573919552E-4	0.004073909308391678	0	0	17.758652094717668	149.82254707408197	PTPRC;PRKDC;CCL5;APOE
Primary malignant neoplasm of lung	7/2268	2.2026935089081184E-4	0.004086278855628266	0	0	9.14654282765738	77.0199221890914	JUN;KRT18;MUC2;ESPL1;CCL5;APOE;CD68
Adult T-Cell Lymphoma/Leukemia	4/500	2.3060621259632721E-4	0.004223888476289689	0	0	17.46505376344086	146.266314958662	JUN;PTPRC;CCL5;CD68
Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	2/36	2.426595424912267E-4	0.004338900726267858	0	0	106.70053475935829	888.1593696806578	CD68;RUNX1
Disseminated Malignant Neoplasm	3/195	2.428824870958511E-4	0.004338900726267858	0	0	30.9296875	257.42571132332614	PTPRC;CCL5;RUNX1
Addictive Behavior	3/208	2.936162278949826E-4	0.00516778491369548	0	0	28.949268292682927	235.4512597297061	JUN;PRKDC;RUNX1
Nonalcoholic Steatohepatitis	3/209	2.9778016341348965E-4	0.00516778491369548	0	0	28.80728155339806	233.89078551154313	KRT18;APOE;CD68
AIDS Dementia Complex	2/40	2.999958070148033E-4	0.00516778491369548	0	0	95.44976076555024	774.2638390210535	PTPRC;APOE
Blast Phase	3/214	3.1917451872136537E-4	0.005433476806939008	0	0	28.117535545023696	226.33976507692458	ESPL1;PRKDC;RUNX1
Malignant neoplasm of lung	7/2449	3.5801697035345515E-4	0.006023843675598251	0	0	8.382132132132131	66.51163313969832	JUN;KRT18;MUC2;ESPL1;CCL5;APOE;CD68
Neurocognitive Disorders	2/44	3.633083772215516E-4	0.006042611745282588	0	0	86.34199134199135	683.8508960409997	CCL5;APOE
Autoimmune Diseases	5/1060	3.728701772794682E-4	0.006131172119583982	0	0	11.21563981042654	88.53940383639225	PTPRC;PRKDC;CCL5;APOE;RUNX1
Ki-1+ Anaplastic Large Cell Lymphoma	3/228	3.843091004223109E-4	0.0062482614416975715	0	0	26.349333333333334	207.21282735823854	JUN;PTPRC;CD68
Colorectal Neoplasms	5/1073	3.9457235152020134E-4	0.0063438465849970154	0	0	11.071512172284644	86.7752799005355	KRT18;MUC2;PTPRC;CCL5;APOE
Hyperlipidemia	3/232	4.0437628382345255E-4	0.006430027282335559	0	0	25.883842794759826	202.23472728717672	CCL5;APOE;CD68
IGA Glomerulonephritis	3/237	4.303967354860347E-4	0.006730426788069064	0	0	25.324358974358976	196.28412090456558	CCL5;APOE;CD68
Psychotic symptom	2/48	4.325706228682951E-4	0.006730426788069064	0	0	78.81818181818181	610.5071105483304	APOE;CD68
Hypercholesterolemia	3/240	4.4651551673151904E-4	0.006873488858622426	0	0	25.0	192.85091015833146	PTPRC;APOE;CD68
Splenomegaly	3/247	4.856288458955895E-4	0.007361700026340598	0	0	24.27418032786885	185.2135959924355	PTPRC;APOE;RUNX1
Lymphohistiocytosis, Hemophagocytic	2/51	4.884058068615739E-4	0.007361700026340598	0	0	73.98144712430427	564.0614766653882	KRT18;PTPRC
Idiopathic crescentic glomerulonephritis	2/52	5.077559934978225E-4	0.007574463119498444	0	0	72.49818181818182	549.935650796121	JUN;CD68
Acute Coronary Syndrome	3/255	5.329580516934971E-4	0.007869288783678471	0	0	23.49404761904762	177.07623072119912	CCL5;APOE;CD68
Cerebral Aneurysm	2/54	5.475615753860751E-4	0.008003248480642936	0	0	69.7027972027972	523.4704909315706	APOE;CD68
Hepatitis A	3/261	5.703367200631383E-4	0.008252772339313612	0	0	22.940697674418605	171.35057770582262	JUN;KRT18;CD68
Immunologic Deficiency Syndromes	4/641	5.93191030161308E-4	0.008433032414535477	0	0	13.500784929356358	100.3107519508618	PTPRC;PRKDC;CCL5;CD68
Malignant neoplasm of pancreas	6/1846	5.944501080045741E-4	0.008433032414535477	0	0	8.45357142857143	62.79206145995905	JUN;KRT18;MUC2;PTPRC;CCL5;CD68
Refractory anemias	3/266	6.027423005302492E-4	0.008467651542400685	0	0	22.498859315589353	166.80701127699626	JUN;APOE;RUNX1
Adenocarcinoma of lung (disorder)	5/1187	6.289771147265734E-4	0.008703801815758775	0	0	9.943422165820643	73.29709812076106	DDX5;JUN;PRKDC;CCL5;APOE
Inclusion Body Myositis (disorder)	2/58	6.315820253314937E-4	0.008703801815758775	0	0	64.71103896103897	476.74452009710456	PTPRC;APOE
Cerebral Infarction	3/283	7.21709143228346E-4	0.009852010662749214	0	0	21.114642857142858	152.740968956547	JUN;CCL5;APOE
MYELODYSPLASTIC SYNDROME	4/683	7.533798478830364E-4	0.010188230279315456	0	0	12.638193421698576	90.88050338476735	PTPRC;ESPL1;CD68;RUNX1
Glioblastoma	6/1937	7.707717624702566E-4	0.010326914261985754	0	0	8.014796182584893	57.45100683571051	JUN;ESPL1;PRKDC;CCL5;APOE;RUNX1
Lymphocytosis	2/65	7.926956437978588E-4	0.010523216482344054	0	0	57.500721500721504	410.5592463447629	PTPRC;CCL5
Bronchiolitis	2/66	8.171679425629456E-4	0.010749472844441657	0	0	56.59943181818182	402.40305172546596	JUN;CCL5
Pancreatic Ductal Adenocarcinoma	4/701	8.306834642745907E-4	0.010828819574822818	0	0	12.300334768053563	87.24949406203609	MUC2;PTPRC;CCL5;CD68
Mastocytosis, Systemic	2/67	8.420030301160658E-4	0.010878378433731671	0	0	55.72587412587413	394.5239725835074	PTPRC;RUNX1
Secondary malignant neoplasm of lymph node	5/1271	8.603656782915434E-4	0.011017248995467816	0	0	9.242199842022117	65.23286102009193	JUN;KRT18;MUC2;APOE;RUNX1
Pancreatitis, Chronic	3/302	8.713793709065315E-4	0.01106040306755922	0	0	19.753846153846155	139.17440190151888	KRT18;MUC2;APOE
hiv-infection/aids	2/69	8.927599388204405E-4	0.011233248969331977	0	0	54.05698778833107	379.54453554311567	CCL5;APOE
Chromosome 8, trisomy	2/70	9.186809437246815E-4	0.011459752806634603	0	0	53.25935828877005	372.4198801217698	PTPRC;RUNX1
Hepatitis	3/317	0.0010025715454706789	0.012399325011077543	0	0	18.795859872611466	129.78892789044423	JUN;KRT18;APOE
Astrocytoma	4/741	0.0010225016921063612	0.012538643631168685	0	0	11.608623548922056	79.93121244815684	PRKDC;CCL5;APOE;RUNX1
Hepatitis, Toxic	3/325	0.001077408248080231	0.012726271180881855	0	0	18.321428571428573	125.1939287750565	KRT18;PRKDC;APOE
Chemical and Drug Induced Liver Injury	3/325	0.001077408248080231	0.012726271180881855	0	0	18.321428571428573	125.1939287750565	KRT18;PRKDC;APOE
Chemically-Induced Liver Toxicity	3/325	0.001077408248080231	0.012726271180881855	0	0	18.321428571428573	125.1939287750565	KRT18;PRKDC;APOE
Drug-Induced Acute Liver Injury	3/325	0.001077408248080231	0.012726271180881855	0	0	18.321428571428573	125.1939287750565	KRT18;PRKDC;APOE
Early-Stage Breast Carcinoma	2/76	0.0010817770250507728	0.012726271180881855	0	0	48.926289926289925	334.1249824620561	KRT18;APOE
Hepatitis, Drug-Induced	3/329	0.0011161236321455537	0.01287622514254651	0	0	18.092944785276075	122.99391427866364	KRT18;PRKDC;APOE
Coronary Arteriosclerosis	4/760	0.0011238387789405193	0.01287622514254651	0	0	11.30570252792475	76.77708208931861	CCL5;APOE;CD68;RUNX1
Cerebral arterial aneurysm	2/78	0.0011390164604325869	0.01287622514254651	0	0	47.633971291866025	322.84353429820396	APOE;CD68
Multiple Sclerosis, Relapsing-Remitting	2/78	0.0011390164604325869	0.01287622514254651	0	0	47.633971291866025	322.84353429820396	CCL5;APOE
Pleural Effusion, Malignant	2/78	0.0011390164604325869	0.01287622514254651	0	0	47.633971291866025	322.84353429820396	MUC2;APOE
Luminal B Breast Carcinoma	2/80	0.0011976875256538909	0.01343452596605566	0	0	46.40792540792541	312.20294374307474	KRT18;ESPL1
Peptic Ulcer	2/81	0.0012275589076497888	0.013663674918224957	0	0	45.81818181818182	307.10679687201895	KRT18;CCL5
Thrombocytopenia	3/341	0.0012375529797285921	0.013669764592879946	0	0	17.439940828402367	116.75376363291006	CCL5;APOE;RUNX1
Cholecystolithiasis	2/82	0.0012577869835240496	0.013684344098942102	0	0	45.24318181818182	302.1521317138132	MUC2;APOE
Thalassemia	2/82	0.0012577869835240496	0.013684344098942102	0	0	45.24318181818182	302.1521317138132	APOE;RUNX1
Hemochromatosis	2/84	0.0013193116016079933	0.014246596175572883	0	0	44.13525498891352	292.6452163055082	APOE;CD68
Alcoholic Liver Diseases	2/85	0.001350607337048866	0.014476509753405252	0	0	43.6013143483023	288.08264376961074	MUC2;CCL5
Liver Cirrhosis, Experimental	4/801	0.001366510127049687	0.014539265837065421	0	0	10.70124076397602	70.57998146878909	KRT18;PTPRC;CCL5;CD68
Creutzfeldt-Jakob disease	2/89	0.0014793370551065721	0.01562482276451978	0	0	41.588296760710556	270.9960468615092	APOE;CD68
Leukemia, T-Cell	3/364	0.0014930766785761717	0.01565566633260667	0	0	16.309695290858727	106.12582381633149	JUN;CCL5;RUNX1
Periodontitis, Juvenile	2/90	0.0015124041676072395	0.015744236190846587	0	0	41.11363636363637	266.99420470818814	MUC2;CCL5
Amyloidosis	4/833	0.0015800715226710854	0.01633116780932186	0	0	10.271009248090069	66.25093858720093	PTPRC;PRKDC;APOE;CD68
Endometrial Carcinoma	4/840	0.0016297513841837328	0.016708203403560645	0	0	10.181286549707602	65.35701579682835	PRKDC;APOE;CD68;RUNX1
Traditional Serrated Adenoma	2/94	0.001648199307369968	0.016708203403560645	0	0	39.31818181818182	251.95373669213362	JUN;MUC2
Drug-Induced Liver Disease	3/377	0.0016511907993843624	0.016708203403560645	0	0	15.73235294117647	100.78552061608569	KRT18;PRKDC;APOE
Sciatic Neuropathy	2/95	0.0016830277609427816	0.016912091458918088	0	0	38.89345063538612	248.41872595848844	CCL5;APOE
Aortic Aneurysm	2/96	0.001718207281951214	0.01714652370333384	0	0	38.477756286266924	244.9676276502863	APOE;CD68
Glioblastoma Multiforme	4/854	0.0017324023451888303	0.017169768448549574	0	0	10.006274509803921	63.62235682710801	JUN;PRKDC;CCL5;RUNX1
Chronic kidney disease stage 5	3/388	0.0017929379256873441	0.01764885155421488	0	0	15.274285714285714	96.59305092758221	CCL5;APOE;CD68
Ischemia of kidney	2/99	0.0018258482536678334	0.017851367723360503	0	0	37.28209934395501	235.09012915025681	PTPRC;CCL5
Rhinitis	2/100	0.0018624280503563755	0.018086801267554867	0	0	36.89981447124304	231.94759321375395	CCL5;CD68
Myeloid Leukemia, Chronic	4/876	0.0019027958520637714	0.01835563731957518	0	0	9.742609582059123	61.03190522681883	ESPL1;PRKDC;CD68;RUNX1
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	2/102	0.001936634462582429	0.018558344816932283	0	0	36.158181818181816	225.87306127473852	PTPRC;RUNX1
Acute pancreatitis	2/104	0.0020122339799297684	0.01915593795367352	0	0	35.445632798573975	220.06455651629238	PTPRC;APOE
Leukemia, Myelomonocytic, Chronic	2/108	0.0021675996212726476	0.02050010883648053	0	0	34.101200686106345	209.18136488524146	CD68;RUNX1
Abortion, Tubal	2/110	0.0022473594016780086	0.021116422430052458	0	0	33.466329966329965	204.07765842262614	APOE;CD68
Merkel cell carcinoma	2/112	0.002328499601743228	0.021737670475628718	0	0	32.85454545454545	199.18170578192286	PTPRC;CD68
Carcinoma, Endometrioid	2/114	0.0024110170617407034	0.02232194326740749	0	0	32.26461038961039	194.48160509461505	MUC2;RUNX1
Cirrhosis	3/433	0.002451948834636869	0.02232194326740749	0	0	13.644418604651163	82.01485549228154	DDX5;CCL5;APOE
Carcinoma, Cribriform	2/115	0.0024527912781740087	0.02232194326740749	0	0	31.977473853580047	192.20152133554794	MUC2;APOE
Carcinoma, Granular Cell	2/115	0.0024527912781740087	0.02232194326740749	0	0	31.977473853580047	192.20152133554794	MUC2;APOE
Kidney Failure, Chronic	3/437	0.002516889201557216	0.022664027961705822	0	0	13.515898617511521	80.88902534018308	CCL5;APOE;CD68
Adenocarcinoma, Basal Cell	2/117	0.00253736871444115	0.022664027961705822	0	0	31.418181818181818	187.77477492457555	MUC2;APOE
Hyperhomocysteinemia	2/117	0.00253736871444115	0.022664027961705822	0	0	31.418181818181818	187.77477492457555	CCL5;APOE
Infarction, Middle Cerebral Artery	2/119	0.0026233155335740072	0.023287960595592568	0	0	30.87801087801088	183.5177850668224	APOE;RUNX1
Adenocarcinoma, Oxyphilic	2/122	0.002754796480764936	0.024158730349496137	0	0	30.10151515151515	177.43072345161224	MUC2;APOE
Acute Megakaryocytic Leukemias	2/122	0.002754796480764936	0.024158730349496137	0	0	30.10151515151515	177.43072345161224	ESPL1;RUNX1
Cholangiocarcinoma	3/455	0.002822421277261347	0.02450279345432375	0	0	12.96570796460177	76.11078225530807	KRT18;MUC2;APOE
Degenerative polyarthritis	4/976	0.0028278966875411654	0.02450279345432375	0	0	8.694558756287151	51.02160152692803	JUN;CCL5;APOE;CD68
Adenocarcinoma, Tubular	2/125	0.0028893408822938237	0.02473891276141517	0	0	29.36289726533629	171.67684045986962	MUC2;APOE
Myotonic Dystrophy	2/125	0.0028893408822938237	0.02473891276141517	0	0	29.36289726533629	171.67684045986962	DDX5;APOE
Renal glomerular disease	2/127	0.0029807338522071644	0.025076290024091667	0	0	28.89018181818182	168.013329686665	PTPRC;APOE
Childhood asthma	2/127	0.0029807338522071644	0.025076290024091667	0	0	28.89018181818182	168.013329686665	CCL5;RUNX1
Interstitial lung fibrosis	2/127	0.0029807338522071644	0.025076290024091667	0	0	28.89018181818182	168.013329686665	CCL5;CD68
Chronic liver disease	2/129	0.0030734805395777566	0.0257070886749654	0	0	28.432355046528276	164.47959973901933	CCL5;APOE
Lyme Disease	2/130	0.0031203605523396952	0.025800924109917366	0	0	28.208806818181817	162.7593632045085	JUN;MUC2
Aortic Valve Stenosis	2/130	0.0031203605523396952	0.025800924109917366	0	0	28.208806818181817	162.7593632045085	JUN;APOE
Neuroblastoma	5/1698	0.003159101027153524	0.02589539612173234	0	0	6.75354400472534	38.88331198731783	JUN;PTPRC;PRKDC;APOE;RUNX1
Pseudohyperkalemia Cardiff	2/131	0.003167577825533258	0.02589539612173234	0	0	27.98872445384073	161.06917775087956	DDX5;APOE
Tumor Immunity	2/134	0.0033112493157886305	0.026917852583967124	0	0	27.348484848484848	156.171600785435	JUN;CCL5
Dermatitis, Atopic	3/484	0.0033615594357551066	0.026960562748177083	0	0	12.165904365904366	69.28908701798267	JUN;CCL5;CD68
Amyotrophic Lateral Sclerosis, Sporadic	2/136	0.0034087094844819786	0.026960562748177083	0	0	26.937584803256446	153.04377371831652	APOE;CD68
