Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
T cell receptor signaling pathway	2/104	0.00926930003824975	0.04983565399485866	0	0	14.984917043740573	70.14510712467896	FOS;MAPK13
Toll-like receptor signaling pathway	2/104	0.00926930003824975	0.04983565399485866	0	0	14.984917043740573	70.14510712467896	FOS;MAPK13
C-type lectin receptor signaling pathway	2/104	0.00926930003824975	0.04983565399485866	0	0	14.984917043740573	70.14510712467896	IRF1;MAPK13
Parathyroid hormone synthesis, secretion and action	2/106	0.009614441179994904	0.04983565399485866	0	0	14.695266272189349	68.25200286531897	MMP13;FOS
Th17 cell differentiation	2/107	0.009789146320418666	0.04983565399485866	0	0	14.554578754578754	67.33648244048455	FOS;MAPK13
Toxoplasmosis	2/112	0.0106838570177185	0.052025738521064006	0	0	13.88951048951049	63.04478488441613	LDLR;MAPK13
Platelet activation	2/124	0.01297278538084425	0.06053966511060651	0	0	12.515762925598992	54.37975771053149	FGA;MAPK13
Dopaminergic synapse	2/132	0.014607194669026973	0.06544023211724084	0	0	11.740828402366864	49.619571378897184	FOS;MAPK13
Yersinia infection	2/137	0.015671712356157393	0.06681276938950395	0	0	11.303133903133903	46.97467104492898	FOS;MAPK13
Fluid shear stress and atherosclerosis	2/139	0.01610664976354113	0.06681276938950395	0	0	11.13700168444694	45.97936831217971	FOS;MAPK13
Hepatitis C	2/157	0.02025022527737897	0.08100090110951588	0	0	9.834739454094294	38.351445340271816	SOCS3;LDLR
Hepatitis B	2/162	0.021472639810083544	0.08292881581825369	0	0	9.525	36.58529374464268	FOS;MAPK13
Phenylalanine metabolism	1/17	0.0235444454896736	0.08789926316144811	0	0	46.19444444444444	173.1767519855369	MIF
NOD-like receptor signaling pathway	2/181	0.0263894390241792	0.0953424893776797	0	0	8.505801461108724	30.91681388040892	BRCC3;MAPK13
Neutrophil extracellular trap formation	2/189	0.028584257807633368	0.10004490232671678	0	0	8.13862607980255	28.931994843757654	FGA;MAPK13
Kaposi sarcoma-associated herpesvirus infection	2/193	0.029708491238240153	0.10082881874796658	0	0	7.9665726943213855	28.013037807209713	FOS;MAPK13
Pathogenic Escherichia coli infection	2/197	0.03085031584987684	0.10162456985841782	0	0	7.801577909270217	27.138633593681813	FOS;MAPK13
Human immunodeficiency virus 1 infection	2/212	0.03528515448069243	0.11291249433821578	0	0	7.238827838827839	24.208760954382097	FOS;MAPK13
Salmonella infection	2/249	0.04719864973391115	0.1413680351772712	0	0	6.142946122703208	18.756810225555267	FOS;MAPK13
Endocytosis	2/252	0.048221884441303965	0.1413680351772712	0	0	6.068307692307692	18.398758945057065	RAB10;LDLR
Tyrosine metabolism	1/36	0.04922636939208551	0.1413680351772712	0	0	21.097354497354498	63.53100866506492	MIF
Mucin type O-glycan biosynthesis	1/36	0.04922636939208551	0.1413680351772712	0	0	21.097354497354498	63.53100866506492	B3GNT3
Aldosterone-regulated sodium reabsorption	1/37	0.050559849504957594	0.14156757861388125	0	0	20.51028806584362	61.214954602737194	SCNN1A
Primary immunodeficiency	1/38	0.05189152613184633	0.14175246162845828	0	0	19.954954954954953	59.03872524246405	CD79A
Homologous recombination	1/41	0.055875758601201204	0.14900202293653653	0	0	18.455555555555556	53.23735047365516	BRCC3
Vasopressin-regulated water reabsorption	1/44	0.059843844058514964	0.15429531494916904	0	0	17.165374677002585	48.33798189695846	NSF
Glycosphingolipid biosynthesis	1/45	0.061162961873558554	0.15429531494916904	0	0	16.774410774410775	46.871284550836876	B3GNT3
Type II diabetes mellitus	1/46	0.06248029490822359	0.15429531494916904	0	0	16.40082304526749	45.47790870164399	SOCS3
MAPK signaling pathway	2/294	0.0633712900684087	0.15429531494916904	0	0	5.184404636459431	14.302447041140999	FOS;MAPK13
Cholesterol metabolism	1/50	0.0677318256109869	0.16109396222891118	0	0	15.058956916099774	40.541710435272364	LDLR
Ovarian steroidogenesis	1/51	0.06904026952667622	0.16109396222891118	0	0	14.757037037037037	39.44652405205433	LDLR
VEGF signaling pathway	1/59	0.0794442623905929	0.18158688546421234	0	0	12.71647509578544	32.20701145480839	MAPK13
Cortisol synthesis and secretion	1/65	0.08717358724879472	0.19053613519053764	0	0	11.520833333333334	28.10915005286859	LDLR
Fc epsilon RI signaling pathway	1/68	0.09101474458249931	0.19053613519053764	0	0	11.003316749585407	26.372020695020453	MAPK13
Adipocytokine signaling pathway	1/69	0.09229166323184414	0.19053613519053764	0	0	10.840958605664488	25.83185203747669	SOCS3
Amphetamine addiction	1/69	0.09229166323184414	0.19053613519053764	0	0	10.840958605664488	25.83185203747669	FOS
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.09356685210249617	0.19053613519053764	0	0	10.683306494900698	25.309598161887177	MAPK13
RIG-I-like receptor signaling pathway	1/70	0.09356685210249617	0.19053613519053764	0	0	10.683306494900698	25.309598161887177	MAPK13
Complement and coagulation cascades	1/85	0.11248863777540374	0.21268516817717334	0	0	8.768959435626103	19.15932630382963	FGA
Taste transduction	1/86	0.11373645491494558	0.21268516817717334	0	0	8.665359477124182	18.837376322734553	SCNN1A
Colorectal cancer	1/86	0.11373645491494558	0.21268516817717334	0	0	8.665359477124182	18.837376322734553	FOS
GABAergic synapse	1/89	0.11746976428394924	0.21268516817717334	0	0	8.368686868686869	17.922164754149428	NSF
Bile secretion	1/90	0.11871082742007466	0.21268516817717334	0	0	8.274240532667498	17.632942455021407	LDLR
GnRH signaling pathway	1/93	0.1224239275752402	0.21268516817717334	0	0	8.003220611916264	16.808887670172577	MAPK13
Rheumatoid arthritis	1/93	0.1224239275752402	0.21268516817717334	0	0	8.003220611916264	16.808887670172577	FOS
Staphylococcus aureus infection	1/95	0.12489094195153962	0.21268516817717334	0	0	7.832151300236407	16.29333703015039	KRT17
Circadian entrainment	1/97	0.1273512681712659	0.21268516817717334	0	0	7.66820987654321	15.802693838803137	FOS
Aldosterone synthesis and secretion	1/98	0.12857892868180207	0.21268516817717334	0	0	7.588774341351661	15.566187515435866	LDLR
Choline metabolism in cancer	1/98	0.12857892868180207	0.21268516817717334	0	0	7.588774341351661	15.566187515435866	FOS
Inflammatory mediator regulation of TRP channels	1/98	0.12857892868180207	0.21268516817717334	0	0	7.588774341351661	15.566187515435866	MAPK13
AGE-RAGE signaling pathway in diabetic complications	1/100	0.1310292553948657	0.21268516817717334	0	0	7.434717545828657	15.109834134055738	MAPK13
Progesterone-mediated oocyte maturation	1/100	0.1310292553948657	0.21268516817717334	0	0	7.434717545828657	15.109834134055738	MAPK13
Insulin resistance	1/108	0.1407642896836536	0.22522286349384577	0	0	6.876081689165801	13.481716715211533	SOCS3
Cholinergic synapse	1/113	0.14679519047539408	0.22706306596653425	0	0	6.567460317460317	12.60109727041828	FOS
Glutamatergic synapse	1/114	0.1479964626389018	0.22706306596653425	0	0	6.509013438216978	12.435905669621004	SLC1A3
Leukocyte transendothelial migration	1/114	0.1479964626389018	0.22706306596653425	0	0	6.509013438216978	12.435905669621004	MAPK13
Sphingolipid signaling pathway	1/119	0.15397840093712545	0.22867145955987536	0	0	6.231638418079096	11.659039903311758	MAPK13
Neurotrophin signaling pathway	1/119	0.15397840093712545	0.22867145955987536	0	0	6.231638418079096	11.659039903311758	MAPK13
AMPK signaling pathway	1/120	0.1551699189870583	0.22867145955987536	0	0	6.17896047307812	11.5128523954106	RAB10
Oocyte meiosis	1/129	0.16582101340635239	0.24119420131833075	0	0	5.741898148148148	10.317308470200366	MAPK13
FoxO signaling pathway	1/131	0.16817027705325713	0.24147526961493332	0	0	5.652991452991453	10.078030260645932	MAPK13
Vascular smooth muscle contraction	1/133	0.17051316022960905	0.24174017652805335	0	0	5.566778900112234	9.847313449757165	ADM
Insulin signaling pathway	1/137	0.1751798518463186	0.24284326869328726	0	0	5.401960784313726	9.409902955799433	SOCS3
Measles	1/139	0.17750369354780962	0.24284326869328726	0	0	5.32313472893183	9.202442949608892	FOS
Ubiquitin mediated proteolysis	1/140	0.17866324561519853	0.24284326869328726	0	0	5.284572342126299	9.101368215344134	SOCS3
Apoptosis	1/142	0.180977622547355	0.24284326869328726	0	0	5.209088521145259	8.904321569442898	FOS
Signaling pathways regulating pluripotency of stem cells	1/143	0.18213245151996546	0.24284326869328726	0	0	5.172143974960877	8.8082703267003	MAPK13
Breast cancer	1/147	0.1867360855585943	0.24468494641914137	0	0	5.029426686960933	8.439674546562442	FOS
Retrograde endocannabinoid signaling	1/148	0.18788308385755498	0.24468494641914137	0	0	4.9949609473419	8.351252049375448	MAPK13
Adrenergic signaling in cardiomyocytes	1/150	0.1901724025407178	0.24481964465011946	0	0	4.9274173502361425	8.178646741028157	MAPK13
Oxytocin signaling pathway	1/154	0.19473238531959022	0.24515939087366834	0	0	4.7976276930525295	7.849538020376573	FOS
Cushing syndrome	1/155	0.19586850651757362	0.24515939087366834	0	0	4.766233766233766	7.770446817061417	LDLR
Cellular senescence	1/156	0.1970030819520549	0.24515939087366834	0	0	4.735244922341696	7.6925753997634265	MAPK13
JAK-STAT signaling pathway	1/162	0.20377818736649117	0.2508039229126045	0	0	4.557395905221992	7.24955536851995	SOCS3
Influenza A	1/172	0.21494771329531426	0.2616754770551652	0	0	4.288715616200997	6.593301874316072	SOCS3
Tuberculosis	1/180	0.22377439827538334	0.2694917484606767	0	0	4.095385888681978	6.131271365356972	MAPK13
Epstein-Barr virus infection	1/202	0.24755714413636234	0.2925361735639825	0	0	3.6430808918371107	5.086155646862784	MAPK13
Diabetic cardiomyopathy	1/203	0.24862131070771307	0.2925361735639825	0	0	3.6248624862486247	5.045171985047641	MAPK13
Proteoglycans in cancer	1/205	0.2507452916262707	0.2925361735639825	0	0	3.588961510530138	4.964673729040837	MAPK13
Rap1 signaling pathway	1/210	0.25602994516831923	0.29562220473043044	0	0	3.5022151337940812	4.771631071215738	MAPK13
cAMP signaling pathway	1/216	0.2623240939852691	0.29979896455459326	0	0	3.4034453057708873	4.554403855550748	FOS
Human T-cell leukemia virus 1 infection	1/219	0.26545188171362755	0.30030919951440693	0	0	3.3560992184845397	4.451267191325523	FOS
Human cytomegalovirus infection	1/225	0.2716691366302786	0.30426943302591203	0	0	3.26521164021164	4.255127037010124	MAPK13
Thermogenesis	1/232	0.2788584747695483	0.3092291997444496	0	0	3.165143498476832	4.042049305092431	MAPK13
Chemical carcinogenesis	1/239	0.28597935733125557	0.3140165492264767	0	0	3.0709617180205417	3.8443393520483853	FOS
Shigellosis	1/246	0.293032412333461	0.31863718622667603	0	0	2.982161753590325	3.660520212397887	MAPK13
Prion disease	1/273	0.3196129983199277	0.34419861357530673	0	0	2.6824618736383443	3.059735101849398	MAPK13
Cytokine-cytokine receptor interaction	1/295	0.34055621469356306	0.3632599623398006	0	0	2.4789619551524313	2.6702760236948313	GDF15
Huntington disease	1/306	0.35079332572071326	0.37064955170490455	0	0	2.388221007893139	2.5018001289740406	SLC1A3
Human papillomavirus infection	1/331	0.3734927425182525	0.39094567441162875	0	0	2.2044893378226713	2.1711061067932294	IRF1
Neuroactive ligand-receptor interaction	1/341	0.38235653143355286	0.39651788444961034	0	0	2.138562091503268	2.0560173956281758	ADM
Amyotrophic lateral sclerosis	1/364	0.40228671398458776	0.41335882537865903	0	0	2.000714212835425	1.821830806658398	MAPK13
Pathways of neurodegeneration	1/475	0.49007064809302375	0.49898102351289686	0	0	1.523519299890608	1.086582676909866	MAPK13
Herpes simplex virus 1 infection	1/498	0.5066363073709379	0.5112005984283337	0	0	1.4513003949623668	0.9868289381355125	SOCS3
Pathways in cancer	1/531	0.5295009420169383	0.5295009420169383	0	0	1.3586303284416492	0.863844790398984	FOS
